Name	SMILE
CHEMBL328000	 CNC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=CC=C3)C2=O)=C1
CHEMBL441458	 CCCCCN(CCCCC)C(=O)N1CCN([C@@H](C1)C(=O)NCCN(C(C)C)C(C)C)C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1
CHEMBL2441638	 C[C@H]1CCCN1[C@H]1CCN(C1)C1=CC=C(NC(=O)C2CCCCC2)C(C)=C1
CHEMBL2387314	 CC1CCCN1C1CCN(C1)C1=CC=C(NC(=O)NC2CCCCC2)C=C1
CHEMBL107502	 CN(CC1=CC=CC=C1)C(=O)[C@H](CC1=CC2=CC=CC=C2C=C1)NC(=O)[C@@H]1CCCN1C(=O)NC1=CC=CC=C1NC(C)=O
CHEMBL2018502	 O=C(C[C@H](NC1=CC=CC2=CC=CC=C12)C(=O)N1CCC(CC1)N1CCCCC1)N1CCC(CC1)N1CC2=CC=CC=C2NC1=O
CHEMBL407340	 CC(C)(C)C(=O)CN1C2=CC=CC=C2N(C2CCCCCC2)C(=O)N(CC(=O)NC2=CC=CC(=C2)C2=NOC(=O)N2)C1=O
CHEMBL314084	 CCCCCN(CCCCC)C(=O)N1CCN([C@@H](C1)C(=O)NCCN)C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1
CHEMBL319504	 CC1=CC=C(C=C1)[C@H]1C[C@@H](NC(=O)NC2=CC=CC(C)=C2)C(=O)N(CC(=O)NC(C)(C)C)[C@H](C1)C1=CC=CC=C1
CHEMBL431990	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=C(C=C3)N(C)C)C2=O)=C1
CHEMBL158255	 CCCCCN(CCCCC)C(=O)[C@@H]1CCN([C@@H](C1)C(=O)NCCN(C)CC1=CC=CC=C1OC)C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1
CHEMBL4440484	 CCCC(C)(C)C(=O)N(CC)CCCC1CCN(CC(=O)N2C3=CC=CC=C3NC(=O)C3=CC=CC=C23)CC1
CHEMBL2387286	 CC1CCCN1C1CCN(C1)C1=CC=C(NC(=O)N2CCC(C2)N(C)C(C)=O)C=C1
CHEMBL88805	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=C(N)C=C3)C2=O)=C1
CHEMBL105527	 CC1=CC=CC(NC(=O)N[C@H](CCC2=CC=CC=C2)C(=O)N2CCC(CC2)C(=O)C2=CC=CC=C2)=C1
CHEMBL317615	 CC1=CC=CC(NC(=O)N[C@@H]2C[C@@H](C[C@@H](N(CC(=O)NC3=CC=CC=C3C)C2=O)C2=CC=CC=C2)C2=CC=CC=C2C)=C1
CHEMBL318024	 CC1=CC=C(NC(=O)CN2[C@H](C[C@H](C[C@@H](NC(=O)NC3=CC=CC(C)=C3)C2=O)C2=CC=CC=C2C)C2=CC=CC=C2)C=C1
CHEMBL327410	 O=C(NC1CC1)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=CC=C3)C2=O)=C1
CHEMBL320154	 CC1=CC=CC(NC(=O)N[C@H](COC(=O)N2CCCC2)C(=O)N2CCC(CC2)C(=O)NC2=CC=CC=C2)=C1
CHEMBL88742	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=CC=C3)C2=O)=C1
CHEMBL316104	 COC1=CC=C(C=C1)N(C(C)C)C(=O)CN1C2=CC=CC=C2N(C2=CC=CC=C2)C(=O)C(C)(CC2=NN(C)C3=CC=CC=C23)C1=O
CHEMBL2441644	 CC1CCCN1C1CCN(C1)C1=CC=C(NC(=O)C2CC3CCC2C3)C(C)=C1
CHEMBL3665430	 CCC1(CC)C(=O)NC2=CC=CC=C2N(C2CCN(CC2)C2CCC(CC2)C(C)C)C1=O
CHEMBL3361411	 CC(C)(C)OC(=O)NCC(=O)NCC1(CCN(CC2=CC=CC=C2)CC1)NC1=CC=CC=C1
CHEMBL1204245	 CC1=CC=CC=C1N1CCN(CCCN2C(=O)C3CCCCN3C2=O)CC1
CHEMBL417213	 CC1=CC=CC=C1N1CCN(CCCN2C(=O)C3CCCCN3C2=O)CC1
CHEMBL2441663	 CC1CCCN1C1CCN(C1)C1=CC=C(NC(=O)C2CCCCC2)C(C)=C1
CHEMBL88141	 CC(C)CNC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=CC=C3)C2=O)=C1
CHEMBL319749	 CC1=CC=CC(NC(=O)N[C@H]2C[C@@H](C[C@@H](N(CC(=O)NC(C)(C)C)C2=O)C2=CC=CC=C2)C2=CC=CC=C2)=C1
CHEMBL2111550	 CC1=CC=CC(=C1)N1C(=O)C[C@H]2[C@@H](CCCN2C1=O)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)OC(C)(C)C
CHEMBL2441639	 C[C@H]1CCCN1[C@H]1CCN(C1)C1=CC=C(NC(=O)C2CC3CCC2C3)C(C)=C1
CHEMBL92586	 COC1=CC=CC(=C1)N(C(C)C)C(=O)CN1C2=CC=CC=C2N(C2=CC=CC=C2)C(=O)C(CC2=C3C=CC=CC3=NN2)C1=O
CHEMBL282294	 CN1C2=CC=CC=C2[C@H](C[C@@H](NC(=O)NC2=CC(C)=CC=C2)C1=O)N1CCCCCC1
CHEMBL473700	 CCCCNCCN1CN(C2=CC=CC=C2)C2(CCN(CC3=C(Cl)C=CC=C3Cl)CC2)C1=O
CHEMBL3361418	 NC(=N)NCC(=O)NCC1(CCN(CC2=CC=CC=C2)CC1)NC1=CC=CC2=CC=CC=C12
CHEMBL432766	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=C4NC=CC4=C3)C2=O)=C1
CHEMBL91438	 CCCCCN(CCCCC)C(=O)N1CCN([C@@H](C1)C(=O)NCCNCC1=CC=CC=C1OC)C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1
CHEMBL431459	 CCCCCN(CCCCC)C(=O)N1CCN([C@@H](C1)C(=O)N(C)CCN(C)CC1=CC=CC=C1OC)C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1
CHEMBL334100	 CC1=CC=C2[C@H](C[C@@H](NC(=O)NC3=CC=CC(Cl)=C3)C(=O)N(CC(=O)NC(C)(C)C)C2=C1)C1CCCCC1
CHEMBL475310	 CC(C)CNCCN1CN(C2=CC=CC=C2)C2(CCN(CC3=C(Cl)C=CC=C3Cl)CC2)C1=O
CHEMBL293226	 COC1=CC=C(C=C1)N(C(C)C)C(=O)CN1C2=CC=CC=C2N(C2=CC=CC=C2)C(=O)C(CC2=C3C=CC=CC3=NN2)C1=O
CHEMBL3361416	 NC(=N)NCC(=O)NCC1(CCN(CC2=CC=CC=C2)CC1)NC1=CC=CC=C1
CHEMBL329407	 COC1=CC=CC=C1N(C(C)C)C(=O)CN1C2=CC=CC=C2N(C2=CC=CC=C2)C(=O)C(CC2=C3C=CC=CC3=NN2)C1=O
CHEMBL310466	 COC1=CC=C(C=C1)N(C(C)C)C(=O)CN1C2=CC=CC=C2N(C2=CC=CC=C2)C(=O)C(CC2=NN(C)C3=CC=CC=C23)C1=O
CHEMBL404967	 CC(C)(C)C(=O)CN1C2=CC=CC=C2N(C2CCCCC2)C(=O)N(CC(=O)NC2=CC=CC(=C2)C2=NOC(=O)N2)C1=O
CHEMBL514606	 CCCCN1CN(C2=CC=CC=C2)C2(CCN(CC2)C(C2=CC=CC=C2)C2=CC=CC=C2)C1=O
CHEMBL4569929	 CCC(=O)NCCCCC1CCN(CC(=O)N2C3=CC=CC=C3NC(=O)C3=CC=CC=C23)CC1
CHEMBL4450522	 CC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCCCCC1CCN(CC(=O)N2C3=CC=CC=C3NC(=O)C3=CC=CC=C23)CC1
CHEMBL320821	 CC1=CC=CC(NC(=O)N[C@@H]2C[C@@H](C[C@@H](N(CC(=O)NC3=CC=CC=C3Cl)C2=O)C2=CC=CC=C2)C2=CC=CC=C2C)=C1
CHEMBL312841	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC4=CC=CN=C4C=C3)C2=O)=C1
CHEMBL2441642	 C[C@H]1CCCN1[C@H]1CCN(C1)C1=CC=C(NC(=O)CC2CCCC2)C(C)=C1
CHEMBL514662	 CCCNCCN1CN(C2=CC=CC=C2)C2(CCN(CC3=C(Cl)C=CC=C3Cl)CC2)C1=O
CHEMBL475707	 CC(C)NCCN1CN(C2=CC=CC=C2)C2(CCN(CC3=C(Cl)C=CC=C3Cl)CC2)C1=O
CHEMBL86775	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=NC=C3)C2=O)=C1
CHEMBL339547	 CC(C)[C@H]1C[C@@H](NC(=O)NC2=CC=CC(Cl)=C2)C(=O)N(CC(=O)NC(C)(C)C)C2=CC(C)=CC=C12
CHEMBL2441640	 C[C@H]1CCCN1[C@H]1CCN(C1)C1=CC=C(NC(=O)C2CCCC2)C(C)=C1
CHEMBL473701	 CCN(CC)CCN1CN(C2=CC=CC=C2)C2(CCN(CC3=C(Cl)C=CC=C3Cl)CC2)C1=O
CHEMBL472669	 ClC1=CC=CC(Cl)=C1CN1CCC2(CC1)N(CN(CCNCC1CC1)C2=O)C1=CC=CC=C1
CHEMBL319986	 CC1=CC=CC(NC(=O)N[C@@H]2C[C@@H](C[C@@H](N(CC(=O)NC(C)(C)C)C2=O)C2=CC=CC(F)=C2)C2=CC=CC=C2)=C1
CHEMBL96970	 CC1=CC=CC(NC(=O)N[C@@H]2C[C@@H](C[C@@H](N(CC(=O)NC(C)(C)C)C2=O)C2=CC=CC=C2)C2=CC=CC=C2C)=C1
CHEMBL110652	 CN1CCC2(CC1)N(CN(CC(C)=O)C2=O)C1=CC=CC=C1
CHEMBL3698856	 O=C1CNC2=CC=CC=C2N1C1CCN(CC1)C1CCCCCCC1
CHEMBL327526	 CC1=CC=CC(NC(=O)N[C@@H]2C[C@@H](C[C@@H](N(CC(=O)NC(C)(C)C)C2=O)C2=CC=CC=C2)C2=CC=CC=C2)=C1
CHEMBL3361431	 NC(=N)NCC(=O)NCC1(CCN(CC2=CC=C(Br)C=C2)CC1)NC1=CC=CC=C1
CHEMBL352939	 CC1=CC=CC(NC(=O)N[C@H]2CCC3=CC=CC=C3N(CC(=O)N3CCCC3)C2=O)=C1
CHEMBL170293	 CC1=CC=CC(NC(=O)NC2CCC3=CC=CC=C3N(CC(=O)N3CCCC3)C2=O)=C1
CHEMBL30919	 CN1C2=CC=CC=C2[C@@H](C[C@@H](NC(=O)NC2=CC(C)=CC=C2)C1=O)N1CCCCCC1
CHEMBL323127	 CC1=CC=CC(NC(=O)N[C@H](CC2=CNC3=CC=CC=C23)C(=O)N2CCC(CC2)C(=O)C2=CC=CC=C2)=C1
CHEMBL1222486	 O=C(C1CCN(CC2=CC=NC=C2)CC1)N1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1
CHEMBL3361429	 NC(=N)NCC(=O)NCC1(CCN(CC2=CC=CC3=CC=CC=C23)CC1)NC1=CC=CC=C1
CHEMBL475308	 CCCN1CN(C2=CC=CC=C2)C2(CCN(CC2)C(C2=CC=CC=C2)C2=CC=CC=C2)C1=O
CHEMBL317366	 CC1=CC=CC(NC(=O)N[C@@H]2C[C@@H](C[C@@H](N(CC(=O)NC3=CC=C(Cl)C=C3)C2=O)C2=CC=CC=C2)C2=CC=CC=C2C)=C1
CHEMBL2387285	 CC1CCCN1C1CCN(C1)C1=CC=C(NC(=O)N2CCCCC2)C=C1
CHEMBL2441655	 CC1CCCN1C1CCN(C1)C1=CC=C(NC(=O)CC2CCCC2)C=C1C
CHEMBL3698857	 O=C1CN(C2CCN(CC2)C2CCCCCCC2)C2=CC=CC=C2N1
CHEMBL2036769	 O=C(NC1=CC=C(C=C1)C#N)N1CCN(C[C@@H]2CCCN(C2)C2CC2)CC1
CHEMBL472677	 O=C1N(CC2CC2)CN(C2=CC=CC=C2)C11CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1
CHEMBL2387290	 CC1CCCN1C1CCN(C1)C1=CC=C(NC(=O)NCC2=CC(Cl)=CC(Cl)=C2)C=C1
CHEMBL516389	 ClC1=CC=CC(Cl)=C1CN1CCC2(CC1)N(CN(CCNC1CCC1)C2=O)C1=CC=CC=C1
CHEMBL319569	 CC(C)NC(=O)CN1[C@H](C[C@H](C[C@@H](NC(=O)NC2=CC(C)=CC=C2)C1=O)C1=CC=CC=C1C)C1=CC=CC=C1
CHEMBL515142	 CCNCCN1CN(C2=CC=CC=C2)C2(CCN(CC3=C(Cl)C=CC=C3Cl)CC2)C1=O
CHEMBL517167	 CNCCN1CN(C2=CC=CC=C2)C2(CCN(CC3=C(Cl)C=CC=C3Cl)CC2)C1=O
CHEMBL366344	 CC(C)(C)OC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H]1CCCN2[C@H]1CC(=O)N(C2=O)C1=CC=CC2=CC=CC=C12
CHEMBL127521	 CC1=CC=C2[C@@H](CC3=CC=CC=C3)C[C@@H](NC(=O)NC3=CC=CC(Cl)=C3)C(=O)N(CC(=O)NC(C)(C)C)C2=C1
CHEMBL354040	 CC1=CC=CC(NC(=O)N[C@@H]2CCC3=CC=CC=C3N(CC(=O)N3CCCC3)C2=O)=C1
CHEMBL230627	 ClC1=CC(=CC(=C1)C#N)C1=CC=C(CN2CCC3(CC2)N(C(=O)NC3=O)C2=CC=CC=C2)C=C1
CHEMBL3361430	 NC(=N)NCC(=O)NCC1(CCN(CC2=CC3=CC=CC=C3C=C2)CC1)NC1=CC=CC=C1
CHEMBL90497	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=C(F)C=C3)C2=O)=C1
CHEMBL2018500	 O=C(C[C@H](NC1=CC=CC2=NC=CC=C12)C(=O)N1CCC(CC1)N1CCCCC1)N1CCC(CC1)N1CC2=CC=CC=C2NC1=O
CHEMBL3361425	 NC(=N)NCCNC(=O)C1(CCN(CC2=CC=CC=C2)CC1)NC1=CC=CC=C1
CHEMBL4563530	 CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(C)=O)C(=O)NCCCCC1CCN(CC(=O)N2C3=CC=CC=C3NC(=O)C3=CC=CC=C23)CC1
CHEMBL329735	 CC1=CC=CC(NC(=O)N[C@@H]2C[C@@H](C[C@@H](N(CC(=O)NC3(C)CCCCC3)C2=O)C2=CC=CC=C2)C2=CC=CC=C2C)=C1
CHEMBL316504	 CC1=CC(=CC=C1)[C@H]1C[C@H](C[C@@H](NC(=O)NC2=CC(C)=CC=C2)C(=O)N1CC(=O)NC(C)(C)C)C1=CC=CC=C1
CHEMBL216492	 CC(=O)NC(CC1=CC=CC=C1)C(=O)NCCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1
CHEMBL97133	 CCC1=CC=CC=C1[C@H]1C[C@@H](NC(=O)NC2=CC=CC(C)=C2)C(=O)N(CC(=O)NC(C)(C)C)[C@H](C1)C1=CC=CC=C1
CHEMBL169794	 CN1CCN(CC1)C(=O)CN1C2=CC=CC=C2CCC(NC(=O)NC2=CC=CC3=CC=CC=C23)C1=O
CHEMBL86952	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=C4C(=O)NC(=O)C4=C3)C2=O)=C1
CHEMBL328285	 COC1=CC=C(C=C1)N(C(C)C)C(=O)CN1C2=CC=CC=C2N(C2=CC=CC=C2)C(=O)C(CC2=CNC3=CC=CC=C23)(OC)C1=O
CHEMBL316619	 CC1=CC(=CC=C1)[C@H]1C[C@@H](NC(=O)NC2=CC(C)=CC=C2)C(=O)N(CC(=O)NC(C)(C)C)[C@H](C1)C1=CC=CC=C1
CHEMBL2036764	 BrC1=CC=C(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C3CC3)CC2)C=C1
CHEMBL414223	 CC1=CC=CC(NC(=O)N[C@@H]2C[C@@H](C[C@@H](N(CC(=O)NC3=CC=CC(Cl)=C3)C2=O)C2=CC=CC=C2)C2=CC=CC=C2C)=C1
CHEMBL57643	 COC(=O)C1=CC=CC(NC(=O)N[C@@H]2C[C@H](C3CCCCC3)C3=CC=C(C)C=C3N(CC(=O)NC(C)(C)C)C2=O)=C1
CHEMBL2036772	 O=C(NC1=CC=CC=C1)N1CCN(C[C@@H]2CCCN(C2)C2CC2)CC1
CHEMBL322913	 CC1=CC=CC(NC(=O)N[C@H](COCC2=CC=CC=C2)C(=O)N2CCC(CC2)C(=O)NC2=CC=CC=C2)=C1
CHEMBL420658	 CC1=CC=CC(NC(=O)N[C@H](CCC(=O)N2CCCC2)C(=O)N2CCC(CC2)C(=O)C2=CC=CC=C2)=C1
CHEMBL432188	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=C(O)C=C3)C2=O)=C1
CHEMBL322381	 CCC1=CC=CC(NC(=O)N[C@@H]2C[C@@H](C[C@@H](N(CC(=O)NC3(C)CCCCC3)C2=O)C2=CC=CC=C2)C2=CC=CC=C2C)=C1
CHEMBL127397	 CC1=CC=CC(NC(=O)N[C@@H]2C[C@H](C3=CC=CC=C3)C3=CC=CC=C3N(CC(=O)NC(C)(C)C)C2=O)=C1
CHEMBL101208	 CC(C)CCN1C2=CC=CC=C2N(CCC(C)C)C(=O)C(NC(=O)OC2=CC=CC(=C2)N(C)C)C1=O
CHEMBL318084	 CN(CC1=CC=CC=C1)C(=O)[C@H](CC1=CC2=CC=CC=C2C=C1)NC(=O)[C@@H]1CCCN1C(=O)NC1=CC=CC(=C1)C#N
CHEMBL435639	 CC1=CC=CC(NC(=O)NC2N=C(C3=CC=CC=C3)C3=CC=CC=C3N(CC(=O)C3CCCCC3)C2=O)=C1
CHEMBL3361410	 NC(=N)NCCC(=O)NCC1(CCN(CC2=CC=CC=C2)CC1)NC1=CC=CC=C1
CHEMBL102526	 CC1=CC=CC(NC(=O)N[C@H](CCC(=O)OCC2=CC=CC=C2)C(=O)N2CCC(CC2)C(=O)NC2=CC=CC=C2)=C1
CHEMBL2018493	 O=C(C[C@H](NC1=CC=NC=N1)C(=O)N1CCC(CC1)N1CCCCC1)N1CCC(CC1)N1CC2=CC=CC=C2NC1=O
CHEMBL4579642	 CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(C)=O)C(=O)NCCCCC1CCN(CC(=O)N2C3=CC=CC=C3NC(=O)C3=CC=CC=C23)CC1
CHEMBL313292	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=CC=N3)C2=O)=C1
CHEMBL321752	 CC1=CC=CC(NC(=O)N[C@@H]2C[C@@H](C[C@@H](N(CC(=O)NC(C(C)(C)C)C(C)(C)C)C2=O)C2=CC=CC=C2)C2=CC=CC=C2C)=C1
CHEMBL2088036	 COC(=O)CN1CN(C2=CC=CC=C2)C2(CCN(CC3=CC=CC4=CC=CC=C34)CC2)C1=O
CHEMBL328586	 COC1=CC=C(C=C1)N(C(C)C)C(=O)CN1C2=CC=CC=C2N(C2=CC=CC=C2)C(=O)C(CC2=C3C(C=CC=C3F)=NN2)C1=O
CHEMBL109080	 CN(CC1=CC=CC=C1)C(=O)[C@H](CC1=CC2=CC=CC=C2C=C1)NC(=O)[C@@H]1CCCN1C(=O)NC1=CC=CC(=C1)C(N)=O
CHEMBL115093	 CCCCCN(CCCCC)C(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)NC1=CC=CC(C)=C1
CHEMBL150869	 CC1=CC=CC(NC(=O)NC2N=C(C3=CC=CC=C3)C3=CC=CC=C3N(CC(=O)CC3CCCCC3)C2=O)=C1
CHEMBL95209	 CC1=CC=CC(NC(=O)N[C@@H]2C[C@@H](C[C@@H](N(CC(=O)NC(C)(C)C)C2=O)C2=CC=CC=C2)C2=CC=C(F)C=C2)=C1
CHEMBL330574	 COC1=CC=C(NC(=O)NC2CCC3=CC=CC=C3N(CC3=CC=CC(NC(=O)NC(C)C)=C3)C2=O)C=C1
CHEMBL358875	 CC1=CC=CC(NC(=O)NC2N=C(C3=CC=CC=C3)C3=CC=CC=C3N(CC(=O)C3CCCCCC3)C2=O)=C1
CHEMBL356386	 CC1=CC=CC(NC(=O)NC2N=C(C3=CC=CC=C3)C3=CC=CC=C3N(CC(=O)C3(C)CCCCC3)C2=O)=C1
CHEMBL195202	 CC(C)CC(CNC(=O)NC1=CC(C)=CC(C)=C1)N1CCN(CC1)C1=CC=C(Cl)C(Cl)=C1
CHEMBL3665428	 CCC1(CC)C(=O)NC2=CC=CC=C2N(C2CCN(CC2)C2CCCCCCC2)C1=O
CHEMBL1079941	 CNC(=O)CN1CC2=CC=CC=C2N(C2CCN(CC3=CC=C(C)C4=CC=CC=C34)CC2)C1=O
CHEMBL438777	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC(F)=CC(F)=C3)C2=O)=C1
CHEMBL86433	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=C4CCCC4=C3)C2=O)=C1
CHEMBL330197	 CC1=CC=CC(NC(=O)N[C@@H]2C[C@@H](C[C@@H](N(CC(=O)NC(C)(C)C)C2=O)C2=CC=C(F)C=C2)C2=CC=CC=C2)=C1
CHEMBL2441660	 CC1CCCN1C1CCN(C1)C1=CC=C(NC(=O)C2CCCN2C(C)=O)C=C1
CHEMBL2112234	 CC1=CC=CC(=C1)N1C(=O)C[C@@H]2[C@H](CCCN2C1=O)NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)OC(C)(C)C
CHEMBL87896	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=C(Cl)C=C3)C2=O)=C1
CHEMBL2441647	 CC1CCCN1C1CCN(C1)C1=CC=C(NC(=O)C2CC2)C(C)=C1
CHEMBL94005	 COC1=CC=C(C=C1)N(C(C)C)C(=O)CN1C2=CC=CC=C2N(C2=CC=CC=C2)C(=O)C(CC2=C3C=C(F)C=CC3=NN2)C1=O
CHEMBL89953	 COC1=CC=C(C=C1)N(C(C)C)C(=O)CN1C2=CC=CC=C2N(C2=CC=CC=C2)C(=O)C(CC2=NN(CC3=CC=CC=C3)C3=CC=CC=C23)C1=O
CHEMBL316366	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=CC=C3F)C2=O)=C1
CHEMBL2036778	 CCN1CCC[C@H](C1)C(=O)N1CCN(CC1)C(=O)NC1=CC=C(Cl)C(Cl)=C1
CHEMBL3670794	 CC1=CC=NC(NC(=O)[C@H]2CCC(=O)N2C2CCN(CC3=CC=C(Cl)C(C)=C3)CC2)=C1
CHEMBL88871	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC4=CC=CC=C4N=C3)C2=O)=C1
CHEMBL510745	 ClC1=CC=CC=C1C(N1CCC2(CC1)N(CN(CCNC1CCCCC1)C2=O)C1=CC=CC=C1)C1=CC=CC=C1Cl
CHEMBL557948	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=C(F)C=C3F)C2=O)=C1
CHEMBL151483	 CC1=CC=CC(NC(=O)NC2N=C(C3=CC=CC=C3)C3=CC=CC=C3N(CC(=O)C3(C)CCCC3)C2=O)=C1
CHEMBL2441654	 CC1CCCN1C1CCN(C1)C1=CC=C(NC(=O)CC2CCCC2)C(C)=C1
CHEMBL151719	 CC1=CC=CC(NC(=O)NC2N=C(C3=CC=CC=C3)C3=CC=CC=C3N(CC(=O)C3CCCC3)C2=O)=C1
CHEMBL347329	 CC1=CC=CC(NC(=O)N[C@H]2N=C(C3=CC=CC=C3)C3=CC=CC=C3N(CC(=O)C3CCCC3)C2=O)=C1
CHEMBL3588926	 BrC1=CC=C(NC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N2CCCCC2)C=C1
CHEMBL2441652	 CC1CCCN1C1CCN(C1)C1=CC=C(NC(=O)C2C(C)(C)C2(C)C)C=C1C
CHEMBL3680060	 C[C@H]1CCCN1[C@H]1CCN(C1)C1=CC=C(N2CCC3(CCN(CC4CCCC4)CC3)C2=O)C(C)=C1
CHEMBL3680061	 CC1CCCN1C1CCN(C1)C1=CC=C(N2CCC3(CCN(CC4CCCC4)CC3)C2=O)C(C)=C1
CHEMBL3680057	 C[C@@H]1CCCN1[C@H]1CCN(C1)C1=CC=C(N2CCC3(CCN(CC4CCCC4)CC3)C2=O)C(C)=C1
CHEMBL59234	 CC1=CC=C2[C@@H](CC3CCCCC3)C[C@@H](NC(=O)NC3=CC=CC(=C3)C3=NNN=N3)C(=O)N(CC(=O)NC(C)(C)C)C2=C1
CHEMBL406790	 COC1=CC=C(C=C1)N(C(C)C)C(=O)CN1C2=CC=CC=C2N(C2=CC=CC=C2)C(=O)C(CC2=C3C=CC=C(F)C3=NN2)C1=O
CHEMBL2036762	 CC1=CC=C(NC(=O)N2CCN(C[C@@H]3CCCN(C3)C3CC3)CC2)C=C1Cl
CHEMBL3361427	 NC(=N)NCC(=O)NCC1(CCN(CC2CCCCC2)CC1)NC1=CC=CC=C1
CHEMBL313612	 CC(C)NC(=O)NC1=CC=CC(CN2C3=CC=CC=C3CCC(NC(=O)NC3=CC=C(C=C3)C3=CC=CC=C3)C2=O)=C1
CHEMBL90697	 COC1=CC=C(C=C1)N(C(C)C)C(=O)CN1C2=CC=CC=C2N(C2=CC=CC=C2)C(=O)C(CC2=C3C=CC(F)=CC3=NN2)C1=O
CHEMBL474091	 CCN1CN(C2=CC=CC=C2)C2(CCN(CC2)C(C2=CC=CC=C2)C2=CC=CC=C2)C1=O
CHEMBL240896	 O=C1NCN(C2=CC=CC=C2)C11CCN(CC2=CC=CN=C2)CC1
CHEMBL240895	 O=C1NCN(C2=CC=CC=C2)C11CCN(CC2=CC=CC=N2)CC1
CHEMBL356631	 CC1=CC=CC(NC(=O)NC2N=C(C3=CC=CC=C3)C3=CC=CC=C3N(CC(=O)C(C)(C)C3CCCCC3)C2=O)=C1
CHEMBL472676	 CC(C)N1CN(C2=CC=CC=C2)C2(CCN(CC2)C(C2=CC=CC=C2)C2=CC=CC=C2)C1=O
CHEMBL2441641	 C[C@H]1CCCN1[C@H]1CCN(C1)C1=CC=C(NC(=O)C2C(C)(C)C2(C)C)C(C)=C1
CHEMBL339678	 CC1=CC=C(C=C1)[C@H]1C[C@@H](NC(=O)NC2=CC=CC(Cl)=C2)C(=O)N(CC(=O)NC(C)(C)C)C2=CC(C)=CC=C12
CHEMBL2441649	 CC1CCCN1C1CCN(C1)C1=CC=C(NC(=O)C2CC2)C=C1C
CHEMBL511649	 CC(=O)CN1CN(C2=CC=CC=C2)C2(CCN(CC2)C2CCC(C)(C)C3=CC=CC=C23)C1=O
CHEMBL3670795	 CCC1=CC=NC(NC(=O)[C@H]2CCC(=O)N2C2CCN(CC3=CC=C(Cl)C(C)=C3)CC2)=C1
CHEMBL3361420	 COC1=CC=CC(NC2(CNC(=O)CNC(N)=N)CCN(CC3=CC=CC=C3)CC2)=C1
CHEMBL194086	 CC1=CC=C(NC(=O)NCC(N2CCN(CC2)C2CCCCC2)C2=CC=CC=C2)C=C1
CHEMBL358420	 CC1=CC=CC(NC(=O)NC2N=C(C3=CC=CC=C3)C3=CC=CC=C3N(CC(=O)C3CCC3)C2=O)=C1
